filepath,disease,signer,label
landmarks/Retching/anindita/ANINDITA_20.npy,Retching,anindita,35
landmarks/HEART ATTACK/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_28.npy,HEART ATTACK,arinjit kataki,24
landmarks/BRUISE/harkhapratim gogoi/HARKAPRATIM_2.npy,BRUISE,harkhapratim gogoi,4
landmarks/Dizziness/anindita/WIN_20250602_12_16_07_Pro.npy,Dizziness,anindita,18
landmarks/RUNNY NOSE/prakash/PRAKASH_43.npy,RUNNY NOSE,prakash,33
landmarks/SHOULDER PAIN/chayanika/CHAYANIKA_1.npy,SHOULDER PAIN,chayanika,36
landmarks/Tooth ache/anindita/WIN_20250602_12_12_45_Pro.npy,Tooth ache,anindita,45
landmarks/Diabetes/rupanjali/RUPANJALI_9.npy,Diabetes,rupanjali,17
landmarks/Broken Arm/Kalyan/Kalyan__Kalyan__KALYAN_10.npy,Broken Arm,kalyan,8
landmarks/Ear Ache/Shubham/Shubham__Shubham__SHUBHAM_23.npy,Ear Ache,shubham,19
landmarks/STD/AKASH/AKASH__AKASH__AKASH_10.npy,STD,akash,38
landmarks/Rash/Umiraj/Umiraj__Umiraj__UMIRAJ_4.npy,Rash,umiraj,34
landmarks/Cold/Bishal/Bishal__Bishal__BISHAL_44.npy,Cold,bishal,12
landmarks/Sneeze/Rinki/Rinki__Rinki__WIN_20250602_12_41_56_Pro.npy,Sneeze,rinki,40
landmarks/Allergies/Biraj/Biraj__Biraj__BIRAJ_9.npy,Allergies,biraj,1
landmarks/FLU/arinjit kataki/ARINJIT_5.npy,FLU,arinjit kataki,20
landmarks/nausea/rupanjali/RUPANJALI_36.npy,nausea,rupanjali,47
landmarks/Itch/rupanjali/RUPANJALI_8.npy,Itch,rupanjali,29
landmarks/Allergies/Bishal/Bishal__Bishal__BISHAL_19.npy,Allergies,bishal,1
landmarks/MUMPSE/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM40.npy,MUMPSE,harkhapratim gogoi,31
landmarks/Rash/Kalyan/Kalyan__Kalyan__KALYAN_1.npy,Rash,kalyan,34
landmarks/SORE THROAT/prakash/PRAKASH_6.npy,SORE THROAT,prakash,37
landmarks/Back Ache/Anindita/Anindita__Anindita__Anindita_19.npy,Back Ache,anindita,5
landmarks/Sore Finger/Junali/Junali__Junali__Junali_3.npy,Sore Finger,junali,41
landmarks/Retching/rajkumar/RAJKUMAR_11.npy,Retching,rajkumar,35
landmarks/BRUISE/pranati/PRANATI_21.npy,BRUISE,pranati,4
landmarks/Retching/anindita/ANINDITA_3.npy,Retching,anindita,35
landmarks/Rash/Umiraj/Umiraj__Umiraj__UMIRAJ_7.npy,Rash,umiraj,34
landmarks/Cut/Shubham/Shubham__Shubham__SHUBHAM_2.npy,Cut,shubham,15
landmarks/RUNNY NOSE/arinjit kataki/ARINJIT_23.npy,RUNNY NOSE,arinjit kataki,33
landmarks/Sore Finger/Rinki/Rinki__Rinki__WIN_20250602_12_37_17_Pro.npy,Sore Finger,rinki,41
landmarks/Retching/rinki/RINKI_5.npy,Retching,rinki,35
landmarks/Bleed/junali/JUNALI_8.npy,Bleed,junali,6
landmarks/Ear Ache/Shubham/Shubham__Shubham__SHUBHAM_17.npy,Ear Ache,shubham,19
landmarks/nausea/rinki/RINKI_33.npy,nausea,rinki,47
landmarks/Back Ache/Junali/Junali__Junali__Junali_12.npy,Back Ache,junali,5
landmarks/JAUNDICE/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_42.npy,JAUNDICE,arinjit kataki,30
landmarks/Sunburn/Shubham/Shubham__Shubham__SHUBHAM_8.mp4.npy,Sunburn,shubham,42
landmarks/Cut/Shubham/Shubham__Shubham__SHUBHAM_14.npy,Cut,shubham,15
landmarks/HEAD ACHE/prakash/PRAKASH_20.npy,HEAD ACHE,prakash,23
landmarks/STD/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_31.npy,STD,harkhapratim gogoi,38
landmarks/STD/NARESH/NARESH__NARESH__NARESH_14.npy,STD,naresh,38
landmarks/Itch/rupanjali/RUPANJALI_31.npy,Itch,rupanjali,29
landmarks/Cramp/Rinki/Rinki__Rinki__Rinki_1.npy,Cramp,rinki,14
landmarks/Allergies/Kalyan/Kalyan__Kalyan__KALYAN_3.npy,Allergies,kalyan,1
landmarks/MUMPSE/AKASH/AKASH__AKASH__AKASH_24.npy,MUMPSE,akash,31
landmarks/Rash/Kalyan/Kalyan__Kalyan__KALYAN_30.npy,Rash,kalyan,34
landmarks/MUMPSE/NARESH/NARESH__NARESH__NARESH_21.npy,MUMPSE,naresh,31
landmarks/Cancer/rupanjali/RUPANJALI_13.npy,Cancer,rupanjali,11
landmarks/TB/Arinjit Kataki/Arinjit_Kataki__Arinjit_Kataki__ARINJIT_3.npy,TB,arinjit kataki,44
landmarks/HEAD ACHE/arinjit kataki/ARINJIT_23.npy,HEAD ACHE,arinjit kataki,23
landmarks/Ear Ache/Biraj/Biraj__Biraj__BIRAJ_14.npy,Ear Ache,biraj,19
landmarks/Sore Finger/Anindita/Anindita__Anindita__WIN_20250602_12_19_47_Pro.npy,Sore Finger,anindita,41
landmarks/MUMPSE/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM3.npy,MUMPSE,harkhapratim gogoi,31
landmarks/Tooth ache/Rinki/Rinki__Rinki__WIN_20250602_12_29_54_Pro.npy,Tooth ache,rinki,45
landmarks/Tooth ache/Rinki/Rinki__Rinki__Rinki_12.npy,Tooth ache,rinki,45
landmarks/Cramp/Anindita/Anindita__Anindita__WIN_20250602_12_25_39_Pro.npy,Cramp,anindita,14
landmarks/TB/Naresh/Naresh__Naresh__NARESH_40.npy,TB,naresh,44
landmarks/JAUNDICE/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_28.npy,JAUNDICE,harkhapratim gogoi,30
landmarks/Cold/Umiraj/Umiraj__Umiraj__UMIRAJ_23.npy,Cold,umiraj,12
landmarks/Cramp/Junali/Junali__Junali__Junali_17.npy,Cramp,junali,14
landmarks/JAUNDICE/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__HARKHAPRATIM_5.npy,JAUNDICE,arinjit kataki,30
landmarks/STOMACH ACHE/arinjit kataki/ARINJIT_52.npy,STOMACH ACHE,arinjit kataki,39
landmarks/HEAT BURN/arinjit kataki/ARINJIT_ 21.npy,HEAT BURN,arinjit kataki,25
landmarks/Cold/Umiraj/Umiraj__Umiraj__UMIRAJ_3.npy,Cold,umiraj,12
landmarks/Swell/Rajkumar/Rajkumar__Rajkumar__WIN_20250602_11_13_50_Pro.npy,Swell,rajkumar,43
landmarks/Itch/junali/JUNALI_5.npy,Itch,junali,29
landmarks/Broken Arm/Biraj/Biraj__Biraj__BIRAJ_23.npy,Broken Arm,biraj,8
landmarks/Faint/anindita/ANINDITA_18.npy,Faint,anindita,21
landmarks/Dizziness/anindita/Anindita_5.npy,Dizziness,anindita,18
landmarks/Cold/Umiraj/Umiraj__Umiraj__UMIRAJ_32.npy,Cold,umiraj,12
landmarks/HEAD ACHE/chayanika/CHAYANIKA_33.npy,HEAD ACHE,chayanika,23
landmarks/nausea/rinki/RINKI_10.npy,nausea,rinki,47
landmarks/Hiv/rupanjali/RUPANJALI_19.npy,Hiv,rupanjali,27
landmarks/BRUISE/pranati/PRANATI_7.npy,BRUISE,pranati,4
landmarks/JAUNDICE/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_35.npy,JAUNDICE,arinjit kataki,30
landmarks/Bleed/junali/JUNALI_15.npy,Bleed,junali,6
landmarks/TB/Naresh/Naresh__Naresh__NARESH_4.npy,TB,naresh,44
landmarks/Injury/Shubham/Shubham__Shubham__SHUBHAM_26.npy,Injury,shubham,28
landmarks/Measles/anindita/ANINDITA_23.npy,Measles,anindita,32
landmarks/Cut/Bishal/Bishal__Bishal__BISHAL_9.npy,Cut,bishal,15
landmarks/Sunburn/Umiraj/Umiraj__Umiraj__UMIRAJ_10.mp4.npy,Sunburn,umiraj,42
landmarks/ASTHMA/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_18.npy,ASTHMA,arinjit kataki,0
landmarks/Measles/anindita/ANINDITA_25.npy,Measles,anindita,32
landmarks/Vomit/Kalyan/Kalyan__Kalyan__KALYAN_3.npy,Vomit,kalyan,46
landmarks/Tooth ache/Rupanjali/Rupanjali__Rupanjali__Rupanjali_3.npy,Tooth ache,rupanjali,45
landmarks/Sunburn/Shubham/Shubham__Shubham__SHUBHAM_18.mp4.npy,Sunburn,shubham,42
landmarks/Ear Ache/Bishal/Bishal__Bishal__BISHAL_12.npy,Ear Ache,bishal,19
landmarks/Tooth ache/anindita/Anindita_29.npy,Tooth ache,anindita,45
landmarks/Cold/Bishal/Bishal__Bishal__BISHAL_5.npy,Cold,bishal,12
landmarks/Diabetes/rinki/RINKI_28.npy,Diabetes,rinki,17
landmarks/JAUNDICE/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_9.npy,JAUNDICE,arinjit kataki,30
landmarks/Retching/rinki/RINKI_22.npy,Retching,rinki,35
landmarks/Swell/Junali/Junali__Junali__WIN_20250602_12_01_12_Pro.npy,Swell,junali,43
landmarks/Tooth ache/anindita/Anindita_13.npy,Tooth ache,anindita,45
landmarks/BROKEN BONES/prakash/PRAKASH_24.npy,BROKEN BONES,prakash,3
landmarks/Diabetes/rajkumar/RAJKUMAR_32.npy,Diabetes,rajkumar,17
landmarks/FLU/harkhapratim gogoi/HARKAPRATIM_10.npy,FLU,harkhapratim gogoi,20
landmarks/DIARRHOEA/Akash/Akash__Akash__AKASH_2.npy,DIARRHOEA,akash,16
landmarks/CONJUCTIVITIES/AKASH/AKASH__AKASH__AKASH_11.npy,CONJUCTIVITIES,akash,10
landmarks/HEAD ACHE/pranati/PRANATI_26.npy,HEAD ACHE,pranati,23
landmarks/Sore Finger/Rinki/Rinki__Rinki__WIN_20250602_12_38_13_Pro.npy,Sore Finger,rinki,41
landmarks/CHICKEN POX/SURESH/SURESH__SURESH__SURESH_6.npy,CHICKEN POX,suresh,9
landmarks/Vomit/Kalyan/Kalyan__Kalyan__KALYAN_30.npy,Vomit,kalyan,46
landmarks/Bleed/rinki/RINKI_6.npy,Bleed,rinki,6
landmarks/HEAT BURN/pranati/PRANATI_30.npy,HEAT BURN,pranati,25
landmarks/JAUNDICE/AKASH/AKASH__AKASH__AKASH_19.npy,JAUNDICE,akash,30
landmarks/CONJUCTIVITIES/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_29.npy,CONJUCTIVITIES,arinjit kataki,10
landmarks/Cut/Kalyan/Kalyan__Kalyan__KALYAN_36.npy,Cut,kalyan,15
landmarks/Faint/anindita/ANINDITA_7.npy,Faint,anindita,21
landmarks/nausea/anindita/ANINDITA_22.npy,nausea,anindita,47
landmarks/Cut/Bishal/Bishal__Bishal__BISHAL_21.npy,Cut,bishal,15
landmarks/JAUNDICE/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__HARKHAPRATIM_37.npy,JAUNDICE,arinjit kataki,30
landmarks/Cramp/Junali/Junali__Junali__WIN_20250602_12_03_34_Pro.npy,Cramp,junali,14
landmarks/BRUISE/pranati/PRANATI_18.npy,BRUISE,pranati,4
landmarks/Bone Fracture/junali/JUNALI_16.npy,Bone Fracture,junali,7
landmarks/BLOOD PRESSURE/AKASH/AKASH__AKASH__AKASH_6.npy,BLOOD PRESSURE,akash,2
landmarks/Cut/Bishal/Bishal__Bishal__BISHAL_30.npy,Cut,bishal,15
landmarks/Dizziness/anindita/WIN_20250602_12_15_21_Pro.npy,Dizziness,anindita,18
landmarks/Rash/Umiraj/Umiraj__Umiraj__UMIRAJ_6.npy,Rash,umiraj,34
landmarks/Bleed/junali/JUNALI_17.npy,Bleed,junali,6
landmarks/RUNNY NOSE/chayanika/CHAYANIKA_25.npy,RUNNY NOSE,chayanika,33
landmarks/Fever/Rinki/Rinki__Rinki__Rinki_20.npy,Fever,rinki,22
landmarks/Ear Ache/Kalyan/Kalyan__Kalyan__KALYAN_23.npy,Ear Ache,kalyan,19
landmarks/Ear Ache/Bishal/Bishal__Bishal__BISHAL_5.npy,Ear Ache,bishal,19
landmarks/Bleed/junali/JUNALI_12.npy,Bleed,junali,6
landmarks/MUMPSE/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM23.npy,MUMPSE,harkhapratim gogoi,31
landmarks/HEART ATTACK/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_9.npy,HEART ATTACK,harkhapratim gogoi,24
landmarks/BROKEN BONES/pranati/PRANATI_5.npy,BROKEN BONES,pranati,3
landmarks/JAUNDICE/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__HARKHAPRATIM_13.npy,JAUNDICE,arinjit kataki,30
landmarks/Cold/Umiraj/Umiraj__Umiraj__UMIRAJ_29.npy,Cold,umiraj,12
landmarks/BRUISE/pranati/PRANATI_17.npy,BRUISE,pranati,4
landmarks/Sneeze/Rinki/Rinki__Rinki__Rinki_31.npy,Sneeze,rinki,40
landmarks/CHICKEN POX/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_8.npy,CHICKEN POX,harkhapratim gogoi,9
landmarks/BROKEN BONES/harkhapratim gogoi/HARKAPRATIM_21.npy,BROKEN BONES,harkhapratim gogoi,3
landmarks/FLU/pranati/PRANATI_13.npy,FLU,pranati,20
landmarks/BRUISE/arinjit kataki/ARINJIT_15.npy,BRUISE,arinjit kataki,4
landmarks/FLU/pranati/PRANATI_24.npy,FLU,pranati,20
landmarks/ASTHMA/AKASH/AKASH__AKASH__AKASH_22.npy,ASTHMA,akash,0
landmarks/BLOOD PRESSURE/AKASH/AKASH__AKASH__AKASH_28.npy,BLOOD PRESSURE,akash,2
landmarks/HEAD ACHE/harkhapratim gogoi/HARKAPRATIM_22.npy,HEAD ACHE,harkhapratim gogoi,23
landmarks/Vomit/Kalyan/Kalyan__Kalyan__KALYAN_5.npy,Vomit,kalyan,46
landmarks/BLOOD PRESSURE/AKASH/AKASH__AKASH__AKASH_29.npy,BLOOD PRESSURE,akash,2
landmarks/Bleed/rajkumar/RAJKUMAR_5.npy,Bleed,rajkumar,6
landmarks/RUNNY NOSE/chayanika/CHAYANIKA_8.npy,RUNNY NOSE,chayanika,33
landmarks/HEAD ACHE/pranati/PRANATI_29.npy,HEAD ACHE,pranati,23
landmarks/Retching/rupanjali/RUPANJALI_39.npy,Retching,rupanjali,35
landmarks/SHOULDER PAIN/prakash/PRAKASH_12.npy,SHOULDER PAIN,prakash,36
landmarks/Sneeze/Junali/Junali__Junali__WIN_20250602_11_58_03_Pro.npy,Sneeze,junali,40
landmarks/CHICKEN POX/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_18.npy,CHICKEN POX,arinjit kataki,9
landmarks/BLOOD PRESSURE/AKASH/AKASH__AKASH__AKASH_18.npy,BLOOD PRESSURE,akash,2
landmarks/CONJUCTIVITIES/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_11.npy,CONJUCTIVITIES,harkhapratim gogoi,10
landmarks/Measles/junali/JUNALI_13.npy,Measles,junali,32
landmarks/DIARRHOEA/Akash/Akash__Akash__AKASH_3.npy,DIARRHOEA,akash,16
landmarks/MUMPSE/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM7.npy,MUMPSE,harkhapratim gogoi,31
landmarks/Broken Arm/Kalyan/Kalyan__Kalyan__KALYAN_12.npy,Broken Arm,kalyan,8
landmarks/Cough/Shubham/Shubham__Shubham__SHUBHAM_3.npy,Cough,shubham,13
landmarks/ASTHMA/AKASH/AKASH__AKASH__AKASH_19.npy,ASTHMA,akash,0
landmarks/STD/NARESH/NARESH__NARESH__NARESH_38.npy,STD,naresh,38
landmarks/CONJUCTIVITIES/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_15.npy,CONJUCTIVITIES,arinjit kataki,10
landmarks/Bone Fracture/rajkumar/RAJKUMAR_16.npy,Bone Fracture,rajkumar,7
landmarks/HEAT BURN/arinjit kataki/ARINJIT_ 8.npy,HEAT BURN,arinjit kataki,25
landmarks/Itch/anindita/ANINDITA_19.npy,Itch,anindita,29
landmarks/Retching/rupanjali/RUPANJALI_9.npy,Retching,rupanjali,35
landmarks/SORE THROAT/harkhapratim gogoi/HARKAPRATIM_3.npy,SORE THROAT,harkhapratim gogoi,37
landmarks/Itch/anindita/ANINDITA_14.npy,Itch,anindita,29
landmarks/Sneeze/Junali/Junali__Junali__WIN_20250602_11_58_07_Pro.npy,Sneeze,junali,40
landmarks/STD/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_2.npy,STD,harkhapratim gogoi,38
landmarks/Hiv/rajkumar/RAJKUMAR_11.npy,Hiv,rajkumar,27
landmarks/Swell/Rinki/Rinki__Rinki__WIN_20250602_12_44_56_Pro.npy,Swell,rinki,43
landmarks/STD/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_28.npy,STD,arinjit kataki,38
landmarks/Itch/rajkumar/RAJKUMAR_24.npy,Itch,rajkumar,29
landmarks/HEPATITIS/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_20.npy,HEPATITIS,arinjit kataki,26
landmarks/Allergies/Kalyan/Kalyan__Kalyan__KALYAN_39.npy,Allergies,kalyan,1
landmarks/ASTHMA/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_34.npy,ASTHMA,arinjit kataki,0
landmarks/Fever/Rinki/Rinki__Rinki__Rinki_9.npy,Fever,rinki,22
landmarks/JAUNDICE/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_23.npy,JAUNDICE,harkhapratim gogoi,30
landmarks/Broken Arm/Shubham/Shubham__Shubham__SHUBHAM_15.npy,Broken Arm,shubham,8
landmarks/Sore Finger/Rinki/Rinki__Rinki__WIN_20250602_12_37_49_Pro.npy,Sore Finger,rinki,41
landmarks/FLU/harkhapratim gogoi/HARKAPRATIM_13.npy,FLU,harkhapratim gogoi,20
landmarks/Retching/rinki/RINKI_4.npy,Retching,rinki,35
landmarks/Sunburn/Kalyan/Kalyan__Kalyan__KALYAN_27.mp4.npy,Sunburn,kalyan,42
landmarks/Allergies/Shubham/Shubham__Shubham__SHUBHAM_7.npy,Allergies,shubham,1
landmarks/Bleed/rajkumar/RAJKUMAR_7.npy,Bleed,rajkumar,6
landmarks/Vomit/Umiraj/Umiraj__Umiraj__UMIRAJ_18.npy,Vomit,umiraj,46
landmarks/CONJUCTIVITIES/AKASH/AKASH__AKASH__AKASH_16.npy,CONJUCTIVITIES,akash,10
landmarks/FLU/pranati/PRANATI_19.npy,FLU,pranati,20
landmarks/Tooth ache/anindita/WIN_20250602_12_09_51_Pro.npy,Tooth ache,anindita,45
landmarks/Sore Finger/Rinki/Rinki__Rinki__Rinki_33.npy,Sore Finger,rinki,41
landmarks/STD/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_29.npy,STD,arinjit kataki,38
landmarks/SHOULDER PAIN/harkhapratim gogoi/HARKAPRATIM_1.npy,SHOULDER PAIN,harkhapratim gogoi,36
landmarks/Broken Arm/Kalyan/Kalyan__Kalyan__KALYAN_2.npy,Broken Arm,kalyan,8
landmarks/FLU/harkhapratim gogoi/HARKAPRATIM_7.npy,FLU,harkhapratim gogoi,20
landmarks/BLOOD PRESSURE/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_5.npy,BLOOD PRESSURE,arinjit kataki,2
landmarks/BROKEN BONES/arinjit kataki/ARINJIT_7.npy,BROKEN BONES,arinjit kataki,3
landmarks/CHICKEN POX/AKASH/AKASH__AKASH__AKASH_18.npy,CHICKEN POX,akash,9
landmarks/MUMPSE/NARESH/NARESH__NARESH__NARESH_17.npy,MUMPSE,naresh,31
landmarks/Cough/Kalyan/Kalyan__Kalyan__KALYAN_2.npy,Cough,kalyan,13
landmarks/STD/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_1.npy,STD,arinjit kataki,38
landmarks/FLU/prakash/PRAKASH_12.npy,FLU,prakash,20
landmarks/Broken Arm/Biraj/Biraj__Biraj__BIRAJ_8.npy,Broken Arm,biraj,8
landmarks/nausea/anindita/ANINDITA_19.npy,nausea,anindita,47
landmarks/ASTHMA/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_17.npy,ASTHMA,arinjit kataki,0
landmarks/Cut/Bishal/Bishal__Bishal__BISHAL_4.npy,Cut,bishal,15
landmarks/nausea/rinki/RINKI_22.npy,nausea,rinki,47
landmarks/Allergies/Kalyan/Kalyan__Kalyan__KALYAN_35.npy,Allergies,kalyan,1
landmarks/Vomit/Biraj/Biraj__Biraj__BIRAJ_6.npy,Vomit,biraj,46
landmarks/Retching/rinki/RINKI_1.npy,Retching,rinki,35
landmarks/HEAT BURN/chayanika/CHAYANIKA_ 31.npy,HEAT BURN,chayanika,25
landmarks/Cut/Umiraj/Umiraj__Umiraj__UMIRAJ_7.npy,Cut,umiraj,15
landmarks/BRUISE/arinjit kataki/ARINJIT_11.npy,BRUISE,arinjit kataki,4
landmarks/SORE THROAT/prakash/PRAKASH_9.npy,SORE THROAT,prakash,37
landmarks/Injury/Shubham/Shubham__Shubham__SHUBHAM_11.npy,Injury,shubham,28
landmarks/STOMACH ACHE/prakash/PRAKASH_12.npy,STOMACH ACHE,prakash,39
landmarks/DIARRHOEA/Naresh/Naresh__Naresh__NARESH_41.npy,DIARRHOEA,naresh,16
landmarks/Hiv/anindita/ANINDITA_15.npy,Hiv,anindita,27
landmarks/HEART ATTACK/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_20.npy,HEART ATTACK,arinjit kataki,24
landmarks/Hiv/anindita/ANINDITA_13.npy,Hiv,anindita,27
landmarks/Sore Finger/Rinki/Rinki__Rinki__Rinki_24.npy,Sore Finger,rinki,41
landmarks/Faint/rajkumar/RAJKUMAR_1.npy,Faint,rajkumar,21
landmarks/Diabetes/rinki/RINKI_25.npy,Diabetes,rinki,17
landmarks/RUNNY NOSE/prakash/PRAKASH_18.npy,RUNNY NOSE,prakash,33
landmarks/Injury/Biraj/Biraj__Biraj__BIRAJ_24.npy,Injury,biraj,28
landmarks/Faint/rupanjali/RUPANJALI_34.npy,Faint,rupanjali,21
landmarks/Diabetes/rinki/RINKI_16.npy,Diabetes,rinki,17
landmarks/nausea/anindita/ANINDITA_20.npy,nausea,anindita,47
landmarks/Injury/Biraj/Biraj__Biraj__BIRAJ_4.npy,Injury,biraj,28
landmarks/Cramp/Rinki/Rinki__Rinki__WIN_20250602_12_55_27_Pro.npy,Cramp,rinki,14
landmarks/DIARRHOEA/Arinjit Kataki/Arinjit_Kataki__Arinjit_Kataki__ARINJIT_21.npy,DIARRHOEA,arinjit kataki,16
landmarks/BROKEN BONES/prakash/PRAKASH_40.npy,BROKEN BONES,prakash,3
landmarks/Cancer/rajkumar/RAJKUMAR_11.npy,Cancer,rajkumar,11
landmarks/BRUISE/harkhapratim gogoi/HARKAPRATIM_26.npy,BRUISE,harkhapratim gogoi,4
landmarks/Swell/Rupanjali/Rupanjali__Rupanjali__WIN_20250602_11_36_36_Pro.npy,Swell,rupanjali,43
landmarks/Cancer/rinki/RINKI_32.npy,Cancer,rinki,11
landmarks/ASTHMA/AKASH/AKASH__AKASH__AKASH_23.npy,ASTHMA,akash,0
landmarks/Rash/Umiraj/Umiraj__Umiraj__UMIRAJ_2.npy,Rash,umiraj,34
landmarks/Bleed/rupanjali/RUPANJALI_4.npy,Bleed,rupanjali,6
landmarks/STOMACH ACHE/chayanika/CHAYANIKA_1.npy,STOMACH ACHE,chayanika,39
landmarks/BLOOD PRESSURE/NARESH/NARESH__NARESH__NARESH_1.npy,BLOOD PRESSURE,naresh,2
landmarks/Bone Fracture/rinki/RINKI_8.npy,Bone Fracture,rinki,7
landmarks/CONJUCTIVITIES/NARESH/NARESH__NARESH__NARESH_22.npy,CONJUCTIVITIES,naresh,10
landmarks/STD/AKASH/AKASH__AKASH__AKASH_36.npy,STD,akash,38
landmarks/RUNNY NOSE/prakash/PRAKASH_11.npy,RUNNY NOSE,prakash,33
landmarks/STD/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_62.npy,STD,arinjit kataki,38
landmarks/Cold/Bishal/Bishal__Bishal__BISHAL_36.npy,Cold,bishal,12
landmarks/Sunburn/Shubham/Shubham__Shubham__SHUBHAM_17.mp4.npy,Sunburn,shubham,42
landmarks/HEPATITIS/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_29.npy,HEPATITIS,arinjit kataki,26
landmarks/STOMACH ACHE/arinjit kataki/ARINJIT_1.npy,STOMACH ACHE,arinjit kataki,39
landmarks/Bone Fracture/anindita/ANINDITA_19.npy,Bone Fracture,anindita,7
landmarks/Swell/anindita/WIN_20250602_12_24_15_Pro.npy,Swell,anindita,43
landmarks/Cold/Bishal/Bishal__Bishal__BISHAL_27.npy,Cold,bishal,12
landmarks/Sneeze/Junali/Junali__Junali__Junali_11.npy,Sneeze,junali,40
landmarks/Measles/rupanjali/RUPANJALI_10.npy,Measles,rupanjali,32
landmarks/Cold/Umiraj/Umiraj__Umiraj__UMIRAJ_6.npy,Cold,umiraj,12
landmarks/Fever/Junali/Junali__Junali__WIN_20250602_12_07_37_Pro.npy,Fever,junali,22
landmarks/MUMPSE/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM36.npy,MUMPSE,harkhapratim gogoi,31
landmarks/Cancer/rinki/RINKI_25.npy,Cancer,rinki,11
landmarks/STD/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_54.npy,STD,arinjit kataki,38
landmarks/MUMPSE/SURESH/SURESH__SURESH__SURESH_2.npy,MUMPSE,suresh,31
landmarks/Ear Ache/Shubham/Shubham__Shubham__SHUBHAM_24.npy,Ear Ache,shubham,19
landmarks/Faint/junali/JUNALI_21.npy,Faint,junali,21
landmarks/SORE THROAT/arinjit kataki/ARINJIT_8.npy,SORE THROAT,arinjit kataki,37
landmarks/TB/Naresh/Naresh__Naresh__NARESH_8.npy,TB,naresh,44
landmarks/Faint/anindita/ANINDITA_19.npy,Faint,anindita,21
landmarks/Measles/rajkumar/RAJKUMAR_5.npy,Measles,rajkumar,32
landmarks/Sneeze/Rinki/Rinki__Rinki__Rinki_8.npy,Sneeze,rinki,40
landmarks/nausea/junali/JUNALI_4.npy,nausea,junali,47
landmarks/Bone Fracture/anindita/ANINDITA_12.npy,Bone Fracture,anindita,7
landmarks/HEART ATTACK/AKASH/AKASH__AKASH__AKASH_26.npy,HEART ATTACK,akash,24
